Tournament,Stage,Match Type,Match Name,Map,tournament
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Quarterfinals,LOUD vs Karmine Corp,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Quarterfinals,LOUD vs Karmine Corp,Split,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Quarterfinals,DRX vs Cloud9,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Quarterfinals,DRX vs Cloud9,Haven,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Quarterfinals,DRX vs Cloud9,Icebox,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Quarterfinals,Evil Geniuses vs Talon Esports,Haven,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Quarterfinals,Evil Geniuses vs Talon Esports,Split,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Semifinals,NRG Esports vs LOUD,Split,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Semifinals,NRG Esports vs LOUD,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Semifinals,NRG Esports vs LOUD,Fracture,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Semifinals,DRX vs Talon Esports,Fracture,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Semifinals,DRX vs Talon Esports,Ascent,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Semifinals,DRX vs Talon Esports,Icebox,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Team Liquid vs Team Secret,Icebox,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Team Liquid vs Team Secret,Fracture,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Natus Vincere vs KRÜ Esports,Ascent,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Natus Vincere vs KRÜ Esports,Lotus,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,ZETA DIVISION vs LEVIATÁN,Ascent,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,ZETA DIVISION vs LEVIATÁN,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Team Vitality vs Global Esports,Split,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Team Vitality vs Global Esports,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Team Vitality vs Global Esports,Lotus,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,FUT Esports vs Rex Regum Qeon,Lotus,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,FUT Esports vs Rex Regum Qeon,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,100 Thieves vs EDward Gaming,Icebox,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,100 Thieves vs EDward Gaming,Lotus,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,100 Thieves vs EDward Gaming,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Sentinels vs FNATIC,Haven,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Sentinels vs FNATIC,Split,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,T1 vs FURIA,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,T1 vs FURIA,Icebox,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Team Secret vs Natus Vincere,Icebox,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Team Secret vs Natus Vincere,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,LEVIATÁN vs Team Vitality,Haven,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,LEVIATÁN vs Team Vitality,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,FUT Esports vs 100 Thieves,Lotus,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,FUT Esports vs 100 Thieves,Haven,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,FUT Esports vs 100 Thieves,Icebox,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,FNATIC vs FURIA,Haven,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,FNATIC vs FURIA,Ascent,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Natus Vincere vs LEVIATÁN,Ascent,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Natus Vincere vs LEVIATÁN,Fracture,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,100 Thieves vs FNATIC,Fracture,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,100 Thieves vs FNATIC,Icebox,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,LOUD vs DRX,Pearl,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,LOUD vs DRX,Icebox,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,LOUD vs DRX,Split,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,LOUD vs DRX,Fracture,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,LOUD vs DRX,Ascent,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Natus Vincere vs FNATIC,Haven,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Natus Vincere vs FNATIC,Lotus,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Natus Vincere vs FNATIC,Fracture,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,LOUD vs FNATIC,Ascent,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,LOUD vs FNATIC,Fracture,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,LOUD vs FNATIC,Split,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,LOUD vs FNATIC,Lotus,vct_2023
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,LOUD vs FNATIC,Icebox,vct_2023
Valorant Champions 2024,Group Stage,Opening (B),Gen.G vs Sentinels,Haven,vct_2024
Valorant Champions 2024,Group Stage,Opening (B),Gen.G vs Sentinels,Ascent,vct_2024
Valorant Champions 2024,Group Stage,Opening (B),FunPlus Phoenix vs Team Heretics,Abyss,vct_2024
Valorant Champions 2024,Group Stage,Opening (B),FunPlus Phoenix vs Team Heretics,Bind,vct_2024
Valorant Champions 2024,Group Stage,Opening (B),FunPlus Phoenix vs Team Heretics,Lotus,vct_2024
Valorant Champions 2024,Group Stage,Opening (A),DRX vs KRÜ Esports,Haven,vct_2024
Valorant Champions 2024,Group Stage,Opening (A),DRX vs KRÜ Esports,Abyss,vct_2024
Valorant Champions 2024,Group Stage,Opening (A),DRX vs KRÜ Esports,Bind,vct_2024
Valorant Champions 2024,Group Stage,Opening (A),FNATIC vs Bilibili Gaming,Bind,vct_2024
Valorant Champions 2024,Group Stage,Opening (A),FNATIC vs Bilibili Gaming,Lotus,vct_2024
Valorant Champions 2024,Group Stage,Opening (C),LEVIATÁN vs Talon Esports,Bind,vct_2024
Valorant Champions 2024,Group Stage,Opening (C),LEVIATÁN vs Talon Esports,Ascent,vct_2024
Valorant Champions 2024,Group Stage,Opening (C),Team Vitality vs Trace Esports,Ascent,vct_2024
Valorant Champions 2024,Group Stage,Opening (C),Team Vitality vs Trace Esports,Sunset,vct_2024
Valorant Champions 2024,Group Stage,Opening (C),Team Vitality vs Trace Esports,Bind,vct_2024
Valorant Champions 2024,Group Stage,Opening (D),G2 Esports vs Paper Rex,Icebox,vct_2024
Valorant Champions 2024,Group Stage,Opening (D),G2 Esports vs Paper Rex,Lotus,vct_2024
Valorant Champions 2024,Group Stage,Opening (D),EDward Gaming vs FUT Esports,Lotus,vct_2024
Valorant Champions 2024,Group Stage,Opening (D),EDward Gaming vs FUT Esports,Bind,vct_2024
Valorant Champions 2024,Group Stage,Winner's (B),Gen.G vs Team Heretics,Abyss,vct_2024
Valorant Champions 2024,Group Stage,Winner's (B),Gen.G vs Team Heretics,Lotus,vct_2024
Valorant Champions 2024,Group Stage,Winner's (B),Gen.G vs Team Heretics,Bind,vct_2024
Valorant Champions 2024,Group Stage,Winner's (A),FNATIC vs DRX,Abyss,vct_2024
Valorant Champions 2024,Group Stage,Winner's (A),FNATIC vs DRX,Lotus,vct_2024
Valorant Champions 2024,Group Stage,Winner's (C),LEVIATÁN vs Trace Esports,Bind,vct_2024
Valorant Champions 2024,Group Stage,Winner's (C),LEVIATÁN vs Trace Esports,Sunset,vct_2024
Valorant Champions 2024,Group Stage,Winner's (C),LEVIATÁN vs Trace Esports,Ascent,vct_2024
Valorant Champions 2024,Group Stage,Winner's (D),EDward Gaming vs G2 Esports,Icebox,vct_2024
Valorant Champions 2024,Group Stage,Winner's (D),EDward Gaming vs G2 Esports,Haven,vct_2024
Valorant Champions 2024,Group Stage,Winner's (D),EDward Gaming vs G2 Esports,Bind,vct_2024
Valorant Champions 2024,Group Stage,Elimination (B),Sentinels vs FunPlus Phoenix,Bind,vct_2024
Valorant Champions 2024,Group Stage,Elimination (B),Sentinels vs FunPlus Phoenix,Lotus,vct_2024
Valorant Champions 2024,Group Stage,Elimination (A),Bilibili Gaming vs KRÜ Esports,Lotus,vct_2024
Valorant Champions 2024,Group Stage,Elimination (A),Bilibili Gaming vs KRÜ Esports,Icebox,vct_2024
Valorant Champions 2024,Group Stage,Elimination (C),Talon Esports vs Team Vitality,Lotus,vct_2024
Valorant Champions 2024,Group Stage,Elimination (C),Talon Esports vs Team Vitality,Sunset,vct_2024
Valorant Champions 2024,Group Stage,Elimination (D),FUT Esports vs Paper Rex,Sunset,vct_2024
Valorant Champions 2024,Group Stage,Elimination (D),FUT Esports vs Paper Rex,Bind,vct_2024
Valorant Champions 2024,Group Stage,Decider (B),Gen.G vs Sentinels,Lotus,vct_2024
Valorant Champions 2024,Group Stage,Decider (B),Gen.G vs Sentinels,Icebox,vct_2024
Valorant Champions 2024,Group Stage,Decider (A),FNATIC vs KRÜ Esports,Sunset,vct_2024
Valorant Champions 2024,Group Stage,Decider (A),FNATIC vs KRÜ Esports,Haven,vct_2024
Valorant Champions 2024,Group Stage,Decider (A),FNATIC vs KRÜ Esports,Lotus,vct_2024
Valorant Champions 2024,Group Stage,Decider (C),LEVIATÁN vs Team Vitality,Icebox,vct_2024
Valorant Champions 2024,Group Stage,Decider (C),LEVIATÁN vs Team Vitality,Sunset,vct_2024
Valorant Champions 2024,Group Stage,Decider (D),EDward Gaming vs Paper Rex,Icebox,vct_2024
Valorant Champions 2024,Group Stage,Decider (D),EDward Gaming vs Paper Rex,Sunset,vct_2024
Valorant Champions 2024,Group Stage,Decider (D),EDward Gaming vs Paper Rex,Lotus,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,DRX vs Sentinels,Sunset,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,DRX vs Sentinels,Haven,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Trace Esports vs EDward Gaming,Bind,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Trace Esports vs EDward Gaming,Sunset,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,G2 Esports vs LEVIATÁN,Icebox,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,G2 Esports vs LEVIATÁN,Abyss,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Team Heretics vs FNATIC,Lotus,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Team Heretics vs FNATIC,Abyss,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 1,DRX vs Trace Esports,Lotus,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 1,DRX vs Trace Esports,Abyss,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 1,G2 Esports vs FNATIC,Haven,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 1,G2 Esports vs FNATIC,Bind,vct_2024
Valorant Champions 2024,Playoffs,Upper Semifinals,Sentinels vs EDward Gaming,Haven,vct_2024
Valorant Champions 2024,Playoffs,Upper Semifinals,Sentinels vs EDward Gaming,Lotus,vct_2024
Valorant Champions 2024,Playoffs,Upper Semifinals,Sentinels vs EDward Gaming,Sunset,vct_2024
Valorant Champions 2024,Playoffs,Upper Semifinals,LEVIATÁN vs Team Heretics,Icebox,vct_2024
Valorant Champions 2024,Playoffs,Upper Semifinals,LEVIATÁN vs Team Heretics,Lotus,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 2,Sentinels vs FNATIC,Bind,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 2,Sentinels vs FNATIC,Lotus,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 2,Team Heretics vs DRX,Abyss,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 2,Team Heretics vs DRX,Sunset,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 2,Team Heretics vs DRX,Icebox,vct_2024
Valorant Champions 2024,Playoffs,Upper Final,EDward Gaming vs LEVIATÁN,Icebox,vct_2024
Valorant Champions 2024,Playoffs,Upper Final,EDward Gaming vs LEVIATÁN,Lotus,vct_2024
Valorant Champions 2024,Playoffs,Upper Final,EDward Gaming vs LEVIATÁN,Abyss,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 3,Team Heretics vs Sentinels,Haven,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 3,Team Heretics vs Sentinels,Icebox,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 3,Team Heretics vs Sentinels,Abyss,vct_2024
Valorant Champions 2024,Playoffs,Lower Final,LEVIATÁN vs Team Heretics,Icebox,vct_2024
Valorant Champions 2024,Playoffs,Lower Final,LEVIATÁN vs Team Heretics,Sunset,vct_2024
Valorant Champions 2024,Playoffs,Lower Final,LEVIATÁN vs Team Heretics,Abyss,vct_2024
Valorant Champions 2024,Playoffs,Lower Final,LEVIATÁN vs Team Heretics,Lotus,vct_2024
Valorant Champions 2024,Playoffs,Grand Final,EDward Gaming vs Team Heretics,Haven,vct_2024
Valorant Champions 2024,Playoffs,Grand Final,EDward Gaming vs Team Heretics,Sunset,vct_2024
Valorant Champions 2024,Playoffs,Grand Final,EDward Gaming vs Team Heretics,Lotus,vct_2024
Valorant Champions 2024,Playoffs,Grand Final,EDward Gaming vs Team Heretics,Bind,vct_2024
Valorant Champions 2024,Playoffs,Grand Final,EDward Gaming vs Team Heretics,Abyss,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,MIBR vs LEVIATÁN,Ascent,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,MIBR vs LEVIATÁN,Icebox,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,Sentinels vs NRG Esports,Lotus,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,Sentinels vs NRG Esports,Sunset,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,FURIA vs 100 Thieves,Icebox,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,FURIA vs 100 Thieves,Haven,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,LOUD vs Evil Geniuses,Lotus,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,LOUD vs Evil Geniuses,Sunset,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,LOUD vs Evil Geniuses,Icebox,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,G2 Esports vs Cloud9,Ascent,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,G2 Esports vs Cloud9,Icebox,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,G2 Esports vs Cloud9,Lotus,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Evil Geniuses vs FURIA,Bind,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Evil Geniuses vs FURIA,Lotus,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Sentinels vs KRÜ Esports,Lotus,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Sentinels vs KRÜ Esports,Split,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs MIBR,Ascent,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs MIBR,Lotus,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs MIBR,Sunset,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LEVIATÁN vs 100 Thieves,Bind,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LEVIATÁN vs 100 Thieves,Haven,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs G2 Esports,Haven,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs G2 Esports,Bind,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Sentinels vs Cloud9,Haven,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Sentinels vs Cloud9,Split,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Evil Geniuses vs LEVIATÁN,Icebox,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Evil Geniuses vs LEVIATÁN,Sunset,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs FURIA,Haven,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs FURIA,Icebox,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs FURIA,Bind,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,MIBR vs 100 Thieves,Icebox,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,MIBR vs 100 Thieves,Split,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs KRÜ Esports,Split,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs KRÜ Esports,Ascent,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs KRÜ Esports,Sunset,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,G2 Esports vs KRÜ Esports,Lotus,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,G2 Esports vs KRÜ Esports,Ascent,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,G2 Esports vs KRÜ Esports,Split,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,LOUD vs LEVIATÁN,Lotus,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,LOUD vs LEVIATÁN,Icebox,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,MIBR vs FURIA,Sunset,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,MIBR vs FURIA,Icebox,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,NRG Esports vs Cloud9,Ascent,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,NRG Esports vs Cloud9,Icebox,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,NRG Esports vs Cloud9,Sunset,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,Evil Geniuses vs 100 Thieves,Lotus,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,Evil Geniuses vs 100 Thieves,Bind,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,Evil Geniuses vs 100 Thieves,Ascent,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Cloud9 vs KRÜ Esports,Icebox,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Cloud9 vs KRÜ Esports,Split,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Evil Geniuses vs MIBR,Bind,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Evil Geniuses vs MIBR,Lotus,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,LEVIATÁN vs FURIA,Sunset,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,LEVIATÁN vs FURIA,Icebox,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,LOUD vs 100 Thieves,Ascent,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,LOUD vs 100 Thieves,Bind,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,LOUD vs 100 Thieves,Lotus,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sentinels vs G2 Esports,Bind,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sentinels vs G2 Esports,Lotus,vct_2024
